292 4 1
310	13728	77358	55.68	185.77	:	11
311	13728	77358	55.68	185.77	:	11
312	10368	77280	81.02	115.17	:	5
313	9712	77267	74.6	85.27	:	7
314	7616	77170	90.47	232.44	:	1
317	8100	76669	88.96	305.33	:	3
318	8100	76669	88.96	305.33	:	3
320	13596	76614	52.96	181.77	:	12
321	13596	76614	52.96	181.77	:	12
322	13596	76614	52.96	181.77	:	12
323	13596	76614	52.96	181.77	:	12
324	13596	76614	52.96	181.77	:	12
325	13596	76614	52.96	181.77	:	12
326	13596	76614	52.96	181.77	:	12
327	13596	76614	52.96	181.77	:	12
328	13596	76614	52.96	181.77	:	12
329	13596	76614	52.96	181.77	:	12
330	13596	76614	52.96	181.77	:	12
331	13596	76614	52.96	181.77	:	12
335	3072	76533	81.18	406.98	:	5
336	10864	76510	75.01	147.13	:	7
337	13560	76411	55.68	185.77	:	12
338	13560	76411	55.68	185.77	:	12
341	13648	76030	55.05	176.2	:	12
343	13440	75735	52.96	181.78	:	13
349	13356	75261.4	52.96	210.93	:	9
351	7908	74851	88.96	354.31	:	3
352	7908	74851	88.96	354.31	:	3
353	13272	74788	55.68	185.77	:	13
354	13272	74788	55.68	185.77	:	13
355	13272	74788	55.68	185.77	:	13
358	3840	74389	93.14	932.66	:	0
362	13104	73841	58.7	215.38	:	7
363	13104	73841	58.7	215.38	:	7
364	7800	73829	88.96	305.33	:	4
365	13068	73639	52.96	181.78	:	14
366	8192	73639	80.26	256.83	:	5
367	3456	73350	80.39	565.97	:	5
369	4992	73060	77.85	91.67	:	7
370	4992	73060	77.85	91.67	:	7
371	32768	73032	79.6	204	:	3
374	7632	72239	88.96	354.32	:	3
375	3920	72030	69.6	467.73	:	6
376	7560	71557.5	88.96	361.79	:	2
377	24576	71440	85.5	377.99	:	3
378	12648	71272	52.96	215.38	:	8
382	2816	70760	81.9	410.49	:	5
384	5184	70280	43.77	731.85	:	5
386	6656	70000	93.9	200	:	1
387	12420	69987	48.08	177.02	:	15
388	12420	69987	48.08	177.02	:	15
389	12420	69987	48.08	177.02	:	15
395	12312	69378	48.08	177.02	:	16
396	12312	69378	48.08	177.02	:	16
401	12192	68702	55.68	185.77	:	14
402	12192	68702	55.68	185.77	:	14
403	12192	68702	55.68	185.77	:	14
407	12156	68500	55.68	220.93	:	7
408	12156	68499	48.08	177.01	:	17
409	12156	68499	48.08	177.01	:	17
410	12156	68499	48.08	177.01	:	17
411	12156	68499	48.08	177.01	:	17
413	12120	68297	55.68	185.77	:	15
415	13548	68196	55.68	232.39	:	7
416	3520	68190	93.14	932.58	:	2
418	11964	67680.3	48.27	201.61	:	10
419	11964	67680.3	48.27	201.61	:	10
432	11728	66345.2	55.9	178.93	:	8
442	8496	65780	85.65	357.44	:	3
444	11664	65726.9	55.68	185.77	:	16
445	11664	65726.9	55.68	185.77	:	16
448	11628	65524	52.96	181.77	:	17
449	11628	65524	52.96	181.77	:	17
450	11628	65524	52.96	181.77	:	17
454	9280	64860	72.8	286.74	:	6
455	8000	64860	84.45	332.62	:	4
456	6464	64630	89.27	150.3	:	2
457	16704	64597	42.65	134.51	:	8
458	14432	64596	49.36	102.02	:	11
459	11460	64577	55.68	185.77	:	17
460	11400	64490	55.9	178.93	:	9
461	11400	64490	55.9	178.93	:	9
462	2560	64327	81.88	410.48	:	6
463	11340	64150	48.27	201.6	:	11
465	13280	63828	53.17	146.48	:	13
466	13280	63828	53.17	146.48	:	13
467	11264	63720	55.9	196.76	:	8
468	11292	63630.7	52.96	210.94	:	9
472	11144	63042	53.17	172.41	:	18
473	11144	63042	53.17	172.41	:	18
474	11144	63042	53.17	172.41	:	18
476	3240	62765.6	93.14	932.62	:	1
477	13056	62751	53.17	167.18	:	14
478	6808	62729.5	86.4	210.5	:	5
479	11048	62498	55.9	178.92	:	10
480	11048	62498	55.9	178.92	:	10
481	11016	62317	48.27	201.61	:	11
482	6576	62244	88.96	354.32	:	4
483	6576	62244	88.96	354.32	:	4
485	11028	62143	48.08	177.02	:	18
486	11028	62143	48.08	177.02	:	18
487	11028	62143	48.08	177.02	:	18
488	11028	62143	48.08	177.02	:	18
489	11028	62143	48.08	177.02	:	18
490	11028	62143	48.08	177.02	:	18
499	4096	61037	93.14	816.55	:	2
